,time,values,above_3,below_3
1284,2016-06-06 18:30:00+00:00,3.667,1,0
1285,2016-06-06 19:00:00+00:00,3.0,0,0
1286,2016-06-06 19:30:00+00:00,1.667,0,1
1287,2016-06-06 20:00:00+00:00,2.0,0,1
1288,2016-06-06 20:30:00+00:00,3.0,0,0
1289,2016-06-06 21:00:00+00:00,2.0,0,1
1290,2016-06-06 21:30:00+00:00,1.667,0,1
1291,2016-06-06 22:00:00+00:00,3.0,0,0
1292,2016-06-06 22:30:00+00:00,1.333,0,1
1293,2016-06-06 23:00:00+00:00,2.0,0,1
1294,2016-06-06 23:30:00+00:00,1.667,0,1
1295,2016-06-07 00:00:00+00:00,1.333,0,1
1296,2016-06-07 00:30:00+00:00,2.667,0,1
1297,2016-06-07 01:00:00+00:00,2.333,0,1
1298,2016-06-07 01:30:00+00:00,2.333,0,1
1299,2016-06-07 02:00:00+00:00,1.667,0,1
1300,2016-07-24 17:30:00+00:00,4.667,1,0
1301,2016-07-24 18:00:00+00:00,4.667,1,0
1302,2016-07-24 18:30:00+00:00,4.667,1,0
1303,2016-07-24 19:00:00+00:00,4.667,1,0
1304,2016-07-24 19:30:00+00:00,3.333,1,0
1305,2016-07-24 20:00:00+00:00,2.667,0,1
1306,2016-07-24 20:30:00+00:00,2.667,0,1
1307,2016-07-24 21:00:00+00:00,3.667,1,0
1308,2016-07-24 21:30:00+00:00,3.667,1,0
1309,2016-07-24 22:00:00+00:00,5.333,1,0
1310,2016-07-24 22:30:00+00:00,3.333,1,0
1311,2016-07-24 23:00:00+00:00,3.0,0,0
1312,2016-07-24 23:30:00+00:00,3.333,1,0
1313,2016-07-25 00:00:00+00:00,3.333,1,0
1314,2016-07-25 00:30:00+00:00,4.0,1,0
1315,2016-07-25 01:00:00+00:00,4.0,1,0
1316,2016-07-25 01:30:00+00:00,3.667,1,0
1317,2016-07-25 02:00:00+00:00,4.333,1,0
1318,2016-07-25 02:30:00+00:00,4.333,1,0
1319,2016-07-25 03:00:00+00:00,4.667,1,0
1320,2016-07-25 03:30:00+00:00,4.333,1,0
1321,2016-07-25 04:00:00+00:00,3.333,1,0
1322,2016-07-25 04:30:00+00:00,3.0,0,0
1323,2016-07-25 05:00:00+00:00,3.667,1,0
1324,2016-07-25 05:30:00+00:00,4.0,1,0
1325,2016-07-25 06:00:00+00:00,3.667,1,0
1326,2016-07-25 06:30:00+00:00,3.0,0,0
1327,2016-07-25 07:00:00+00:00,2.333,0,1
1328,2016-07-25 07:30:00+00:00,2.667,0,1
1329,2016-07-25 08:00:00+00:00,2.333,0,1
1330,2016-07-25 08:30:00+00:00,3.0,0,0
1331,2016-07-25 09:00:00+00:00,3.0,0,0
1332,2016-07-25 09:30:00+00:00,2.333,0,1
1333,2016-07-25 10:00:00+00:00,2.667,0,1
1334,2016-07-25 10:30:00+00:00,3.333,1,0
1335,2016-07-25 11:00:00+00:00,3.333,1,0
1336,2016-07-25 11:30:00+00:00,3.333,1,0
1337,2016-07-25 12:00:00+00:00,3.333,1,0
1338,2016-07-25 12:30:00+00:00,3.667,1,0
1339,2016-07-25 13:00:00+00:00,3.0,0,0
1340,2016-07-25 13:30:00+00:00,3.0,0,0
1341,2016-07-25 14:00:00+00:00,3.333,1,0
1342,2016-07-25 14:30:00+00:00,3.667,1,0
1343,2016-07-25 15:00:00+00:00,3.333,1,0
1344,2016-07-25 15:30:00+00:00,3.667,1,0
1345,2016-07-25 16:00:00+00:00,2.333,0,1
1346,2016-07-25 16:30:00+00:00,2.0,0,1
1347,2016-07-25 17:00:00+00:00,4.0,1,0
1348,2016-07-25 17:30:00+00:00,3.667,1,0
1349,2016-07-25 18:00:00+00:00,1.667,0,1
1350,2016-07-25 18:30:00+00:00,2.0,0,1
1351,2016-07-25 19:00:00+00:00,1.667,0,1
1352,2016-07-25 19:30:00+00:00,1.0,0,1
1353,2016-07-25 20:00:00+00:00,1.333,0,1
1354,2016-07-25 20:30:00+00:00,4.0,1,0
1355,2016-07-25 21:00:00+00:00,3.0,0,0
1356,2016-07-25 21:30:00+00:00,1.667,0,1
1357,2016-07-25 22:00:00+00:00,1.667,0,1
1358,2016-07-25 22:30:00+00:00,2.333,0,1
1359,2016-07-25 23:00:00+00:00,1.0,0,1
1360,2016-07-25 23:30:00+00:00,1.667,0,1
1361,2016-07-26 00:00:00+00:00,1.667,0,1
1362,2016-07-26 00:30:00+00:00,0.667,0,1
1363,2016-07-26 01:00:00+00:00,1.0,0,1
1364,2016-07-26 01:30:00+00:00,1.333,0,1
1365,2016-07-26 02:00:00+00:00,1.0,0,1
1366,2016-07-26 02:30:00+00:00,0.667,0,1
1367,2016-07-26 03:00:00+00:00,0.667,0,1
1368,2016-07-26 03:30:00+00:00,1.0,0,1
1369,2016-07-26 04:00:00+00:00,1.0,0,1
1370,2016-07-26 04:30:00+00:00,2.0,0,1
1371,2016-07-26 05:00:00+00:00,1.667,0,1
1372,2016-07-26 05:30:00+00:00,1.333,0,1
1373,2016-07-26 06:00:00+00:00,1.0,0,1
1374,2016-07-26 06:30:00+00:00,1.333,0,1
1375,2016-07-26 07:00:00+00:00,0.667,0,1
1376,2016-07-26 07:30:00+00:00,0.333,0,1
1377,2016-07-26 08:00:00+00:00,0.333,0,1
1378,2016-07-26 08:30:00+00:00,0.667,0,1
1379,2016-07-26 09:00:00+00:00,0.0,0,1
1380,2016-07-26 09:30:00+00:00,0.0,0,1
1381,2016-07-26 10:00:00+00:00,0.333,0,1
1382,2016-07-26 10:30:00+00:00,0.333,0,1
1383,2016-07-26 11:00:00+00:00,0.667,0,1
1384,2016-07-26 11:30:00+00:00,0.667,0,1
1385,2016-07-26 12:00:00+00:00,1.0,0,1
1386,2016-07-26 12:30:00+00:00,1.0,0,1
1387,2016-07-26 13:00:00+00:00,1.0,0,1
1388,2016-07-26 13:30:00+00:00,0.667,0,1
1389,2016-07-26 14:00:00+00:00,1.333,0,1
1390,2016-07-26 14:30:00+00:00,1.333,0,1
1391,2016-07-26 15:00:00+00:00,1.333,0,1
1392,2016-07-26 15:30:00+00:00,1.333,0,1
1393,2016-07-26 16:00:00+00:00,1.0,0,1
1394,2016-07-26 16:30:00+00:00,0.667,0,1
1395,2016-07-26 17:00:00+00:00,0.667,0,1
1396,2016-08-02 06:30:00+00:00,2.667,0,1
1397,2016-08-02 07:00:00+00:00,2.0,0,1
1398,2016-08-02 07:30:00+00:00,1.333,0,1
1399,2016-08-02 08:00:00+00:00,1.333,0,1
1400,2016-08-02 08:30:00+00:00,1.0,0,1
1401,2016-08-02 09:00:00+00:00,1.333,0,1
1402,2016-08-02 09:30:00+00:00,2.333,0,1
1403,2016-08-02 10:00:00+00:00,1.667,0,1
1404,2016-08-02 10:30:00+00:00,1.0,0,1
1405,2016-08-02 11:00:00+00:00,1.0,0,1
1406,2016-08-02 11:30:00+00:00,3.333,1,0
1407,2016-08-02 12:00:00+00:00,2.0,0,1
1408,2016-08-02 12:30:00+00:00,2.667,0,1
1409,2016-08-02 13:00:00+00:00,2.0,0,1
1410,2016-08-02 13:30:00+00:00,2.667,0,1
1411,2016-08-02 14:00:00+00:00,3.333,1,0
1412,2016-08-02 14:30:00+00:00,3.667,1,0
1413,2016-08-02 15:00:00+00:00,4.0,1,0
1414,2016-08-02 15:30:00+00:00,3.333,1,0
1415,2016-08-02 16:00:00+00:00,3.0,0,0
1416,2016-08-02 16:30:00+00:00,5.0,1,0
1417,2016-08-02 17:00:00+00:00,5.0,1,0
1418,2016-08-02 17:30:00+00:00,3.333,1,0
1419,2016-08-02 18:00:00+00:00,2.333,0,1
1420,2016-08-02 18:30:00+00:00,2.667,0,1
1421,2016-08-02 19:00:00+00:00,2.667,0,1
1422,2016-08-02 19:30:00+00:00,4.0,1,0
1423,2016-08-02 20:00:00+00:00,2.667,0,1
1424,2016-08-02 20:30:00+00:00,5.333,1,0
1425,2016-08-02 21:00:00+00:00,4.667,1,0
1426,2016-08-02 21:30:00+00:00,4.0,1,0
1427,2016-08-02 22:00:00+00:00,4.333,1,0
1428,2016-08-02 22:30:00+00:00,4.667,1,0
1429,2016-08-02 23:00:00+00:00,5.0,1,0
1430,2016-08-02 23:30:00+00:00,5.0,1,0
1431,2016-08-03 00:00:00+00:00,5.0,1,0
1432,2016-08-03 00:30:00+00:00,4.667,1,0
1433,2016-08-03 01:00:00+00:00,5.667,1,0
1434,2016-08-03 01:30:00+00:00,5.667,1,0
1435,2016-08-03 02:00:00+00:00,4.0,1,0
1436,2016-08-03 02:30:00+00:00,3.0,0,0
1437,2016-08-03 03:00:00+00:00,3.0,0,0
1438,2016-08-03 03:30:00+00:00,4.0,1,0
1439,2016-08-03 04:00:00+00:00,3.667,1,0
1440,2016-08-03 04:30:00+00:00,3.667,1,0
1441,2016-08-03 05:00:00+00:00,4.667,1,0
1442,2016-08-03 05:30:00+00:00,5.0,1,0
1443,2016-08-03 06:00:00+00:00,5.333,1,0
1444,2016-08-03 06:30:00+00:00,5.0,1,0
1445,2016-08-03 07:00:00+00:00,4.667,1,0
1446,2016-08-03 07:30:00+00:00,4.333,1,0
1447,2016-08-03 08:00:00+00:00,4.333,1,0
1448,2016-08-03 08:30:00+00:00,4.667,1,0
1449,2016-08-03 09:00:00+00:00,5.667,1,0
1450,2016-08-03 09:30:00+00:00,6.333,1,0
1451,2016-08-03 10:00:00+00:00,5.0,1,0
1452,2016-08-03 10:30:00+00:00,5.0,1,0
1453,2016-08-03 11:00:00+00:00,4.333,1,0
1454,2016-08-03 11:30:00+00:00,3.667,1,0
1455,2016-08-03 12:00:00+00:00,4.0,1,0
1456,2016-08-03 12:30:00+00:00,4.333,1,0
1457,2016-08-03 13:00:00+00:00,4.667,1,0
1458,2016-08-03 13:30:00+00:00,3.667,1,0
1459,2016-08-03 14:00:00+00:00,3.667,1,0
1460,2016-08-03 14:30:00+00:00,3.0,0,0
1461,2016-08-03 15:00:00+00:00,3.667,1,0
1462,2016-08-03 15:30:00+00:00,3.667,1,0
1463,2016-08-03 16:00:00+00:00,3.667,1,0
1464,2016-08-03 16:30:00+00:00,3.0,0,0
1465,2016-08-03 17:00:00+00:00,5.667,1,0
1466,2016-08-03 17:30:00+00:00,5.667,1,0
1467,2016-08-03 18:00:00+00:00,3.667,1,0
1468,2016-08-03 18:30:00+00:00,2.333,0,1
1469,2016-08-03 19:00:00+00:00,3.333,1,0
1470,2016-08-03 19:30:00+00:00,3.333,1,0
1471,2016-08-03 20:00:00+00:00,2.333,0,1
1472,2016-08-03 20:30:00+00:00,1.333,0,1
1473,2016-08-03 21:00:00+00:00,3.0,0,0
1474,2016-08-03 21:30:00+00:00,3.333,1,0
1475,2016-08-03 22:00:00+00:00,3.0,0,0
1476,2016-08-03 22:30:00+00:00,3.333,1,0
1477,2016-08-03 23:00:00+00:00,3.333,1,0
1478,2016-08-03 23:30:00+00:00,3.0,0,0
1479,2016-08-04 00:00:00+00:00,5.0,1,0
1480,2016-08-04 00:30:00+00:00,5.0,1,0
1481,2016-08-04 01:00:00+00:00,3.0,0,0
1482,2016-08-04 01:30:00+00:00,2.667,0,1
1483,2016-08-04 02:00:00+00:00,3.0,0,0
1484,2016-08-04 02:30:00+00:00,2.667,0,1
1485,2016-08-04 03:00:00+00:00,2.667,0,1
1486,2016-08-04 03:30:00+00:00,2.0,0,1
1487,2016-08-04 04:00:00+00:00,3.0,0,0
1488,2016-08-04 04:30:00+00:00,4.0,1,0
1489,2016-08-04 05:00:00+00:00,4.333,1,0
1490,2016-08-04 05:30:00+00:00,3.333,1,0
1491,2016-08-04 06:00:00+00:00,2.667,0,1
1492,2016-08-22 19:30:00+00:00,1.333,0,1
1493,2016-08-22 20:00:00+00:00,0.667,0,1
1494,2016-08-22 20:30:00+00:00,1.0,0,1
1495,2016-08-22 21:00:00+00:00,2.0,0,1
1496,2016-08-22 21:30:00+00:00,1.667,0,1
1497,2016-08-22 22:00:00+00:00,1.0,0,1
1498,2016-08-22 22:30:00+00:00,1.667,0,1
1499,2016-08-22 23:00:00+00:00,1.333,0,1
1500,2016-08-22 23:30:00+00:00,1.333,0,1
1501,2016-08-23 00:00:00+00:00,2.0,0,1
1502,2016-08-23 00:30:00+00:00,1.667,0,1
1503,2016-08-23 01:00:00+00:00,1.333,0,1
1504,2016-08-23 01:30:00+00:00,1.0,0,1
1505,2016-08-23 02:00:00+00:00,1.0,0,1
1506,2016-08-23 02:30:00+00:00,1.667,0,1
1507,2016-08-23 03:00:00+00:00,3.0,0,0
1508,2016-08-23 03:30:00+00:00,2.333,0,1
1509,2016-08-23 04:00:00+00:00,2.0,0,1
1510,2016-08-23 04:30:00+00:00,1.667,0,1
1511,2016-08-23 05:00:00+00:00,1.333,0,1
1512,2016-08-23 05:30:00+00:00,0.667,0,1
1513,2016-08-23 06:00:00+00:00,0.667,0,1
1514,2016-08-23 06:30:00+00:00,0.333,0,1
1515,2016-08-23 07:00:00+00:00,0.667,0,1
1516,2016-08-23 07:30:00+00:00,0.667,0,1
1517,2016-08-23 08:00:00+00:00,0.333,0,1
1518,2016-08-23 08:30:00+00:00,0.333,0,1
1519,2016-08-23 09:00:00+00:00,0.667,0,1
1520,2016-08-23 09:30:00+00:00,1.0,0,1
1521,2016-08-23 10:00:00+00:00,1.0,0,1
1522,2016-08-23 10:30:00+00:00,1.667,0,1
1523,2016-08-23 11:00:00+00:00,2.667,0,1
1524,2016-08-23 11:30:00+00:00,3.667,1,0
1525,2016-08-23 12:00:00+00:00,3.667,1,0
1526,2016-08-23 12:30:00+00:00,4.0,1,0
1527,2016-08-23 13:00:00+00:00,4.0,1,0
1528,2016-08-23 13:30:00+00:00,3.0,0,0
1529,2016-08-23 14:00:00+00:00,3.0,0,0
1530,2016-08-23 14:30:00+00:00,3.0,0,0
1531,2016-08-23 15:00:00+00:00,3.0,0,0
1532,2016-08-23 15:30:00+00:00,3.667,1,0
1533,2016-08-23 16:00:00+00:00,3.0,0,0
1534,2016-08-23 16:30:00+00:00,2.667,0,1
1535,2016-08-23 17:00:00+00:00,2.667,0,1
1536,2016-08-23 17:30:00+00:00,3.0,0,0
1537,2016-08-23 18:00:00+00:00,3.333,1,0
1538,2016-08-23 18:30:00+00:00,4.667,1,0
1539,2016-08-23 19:00:00+00:00,5.667,1,0
1540,2016-08-23 19:30:00+00:00,5.667,1,0
1541,2016-08-23 20:00:00+00:00,4.667,1,0
1542,2016-08-23 20:30:00+00:00,4.0,1,0
1543,2016-08-23 21:00:00+00:00,5.0,1,0
1544,2016-08-23 21:30:00+00:00,5.667,1,0
1545,2016-08-23 22:00:00+00:00,5.0,1,0
1546,2016-08-23 22:30:00+00:00,3.667,1,0
1547,2016-08-23 23:00:00+00:00,3.333,1,0
1548,2016-08-23 23:30:00+00:00,3.667,1,0
1549,2016-08-24 00:00:00+00:00,4.333,1,0
1550,2016-08-24 00:30:00+00:00,4.0,1,0
1551,2016-08-24 01:00:00+00:00,3.667,1,0
1552,2016-08-24 01:30:00+00:00,6.667,1,0
1553,2016-08-24 02:00:00+00:00,6.0,1,0
1554,2016-08-24 02:30:00+00:00,4.333,1,0
1555,2016-08-24 03:00:00+00:00,3.333,1,0
1556,2016-08-24 03:30:00+00:00,3.0,0,0
1557,2016-08-24 04:00:00+00:00,3.0,0,0
1558,2016-08-24 04:30:00+00:00,3.0,0,0
1559,2016-08-24 05:00:00+00:00,3.667,1,0
1560,2016-08-24 05:30:00+00:00,3.0,0,0
1561,2016-08-24 06:00:00+00:00,1.667,0,1
1562,2016-08-24 06:30:00+00:00,3.0,0,0
1563,2016-08-24 07:00:00+00:00,1.667,0,1
1564,2016-08-24 07:30:00+00:00,1.333,0,1
1565,2016-08-24 08:00:00+00:00,2.333,0,1
1566,2016-08-24 08:30:00+00:00,2.333,0,1
1567,2016-08-24 09:00:00+00:00,2.333,0,1
1568,2016-08-24 09:30:00+00:00,2.333,0,1
1569,2016-08-24 10:00:00+00:00,2.667,0,1
1570,2016-08-24 10:30:00+00:00,3.667,1,0
1571,2016-08-24 11:00:00+00:00,3.0,0,0
1572,2016-08-24 11:30:00+00:00,4.0,1,0
1573,2016-08-24 12:00:00+00:00,4.333,1,0
1574,2016-08-24 12:30:00+00:00,3.333,1,0
1575,2016-08-24 13:00:00+00:00,2.333,0,1
1576,2016-08-24 13:30:00+00:00,2.0,0,1
1577,2016-08-24 14:00:00+00:00,2.333,0,1
1578,2016-08-24 14:30:00+00:00,1.667,0,1
1579,2016-08-24 15:00:00+00:00,2.0,0,1
1580,2016-08-24 15:30:00+00:00,2.333,0,1
1581,2016-08-24 16:00:00+00:00,1.667,0,1
1582,2016-08-24 16:30:00+00:00,2.0,0,1
1583,2016-08-24 17:00:00+00:00,2.0,0,1
1584,2016-08-24 17:30:00+00:00,1.0,0,1
1585,2016-08-24 18:00:00+00:00,0.667,0,1
1586,2016-08-24 18:30:00+00:00,0.667,0,1
1587,2016-08-24 19:00:00+00:00,2.333,0,1
1588,2016-08-31 09:30:00+00:00,0.667,0,1
1589,2016-08-31 10:00:00+00:00,1.0,0,1
1590,2016-08-31 10:30:00+00:00,1.0,0,1
1591,2016-08-31 11:00:00+00:00,0.667,0,1
1592,2016-08-31 11:30:00+00:00,1.333,0,1
1593,2016-08-31 12:00:00+00:00,1.333,0,1
1594,2016-08-31 12:30:00+00:00,1.333,0,1
1595,2016-08-31 13:00:00+00:00,1.333,0,1
1596,2016-08-31 13:30:00+00:00,1.0,0,1
1597,2016-08-31 14:00:00+00:00,1.333,0,1
1598,2016-08-31 14:30:00+00:00,1.0,0,1
1599,2016-08-31 15:00:00+00:00,0.667,0,1
1600,2016-08-31 15:30:00+00:00,1.0,0,1
1601,2016-08-31 16:00:00+00:00,1.0,0,1
1602,2016-08-31 16:30:00+00:00,1.0,0,1
1603,2016-08-31 17:00:00+00:00,0.667,0,1
1604,2016-08-31 17:30:00+00:00,1.667,0,1
1605,2016-08-31 18:00:00+00:00,1.0,0,1
1606,2016-08-31 18:30:00+00:00,1.0,0,1
1607,2016-08-31 19:00:00+00:00,3.0,0,0
1608,2016-08-31 19:30:00+00:00,2.667,0,1
1609,2016-08-31 20:00:00+00:00,2.667,0,1
1610,2016-08-31 20:30:00+00:00,3.333,1,0
1611,2016-08-31 21:00:00+00:00,3.333,1,0
1612,2016-08-31 21:30:00+00:00,2.667,0,1
1613,2016-08-31 22:00:00+00:00,3.0,0,0
1614,2016-08-31 22:30:00+00:00,2.667,0,1
1615,2016-08-31 23:00:00+00:00,3.0,0,0
1616,2016-08-31 23:30:00+00:00,2.333,0,1
1617,2016-09-01 00:00:00+00:00,2.667,0,1
1618,2016-09-01 00:30:00+00:00,2.667,0,1
1619,2016-09-01 01:00:00+00:00,3.0,0,0
1620,2016-09-01 01:30:00+00:00,5.0,1,0
1621,2016-09-01 02:00:00+00:00,5.0,1,0
1622,2016-09-01 02:30:00+00:00,3.667,1,0
1623,2016-09-01 03:00:00+00:00,3.0,0,0
1624,2016-09-01 03:30:00+00:00,3.667,1,0
1625,2016-09-01 04:00:00+00:00,3.667,1,0
1626,2016-09-01 04:30:00+00:00,4.333,1,0
1627,2016-09-01 05:00:00+00:00,4.333,1,0
1628,2016-09-01 05:30:00+00:00,4.333,1,0
1629,2016-09-01 06:00:00+00:00,4.0,1,0
1630,2016-09-01 06:30:00+00:00,4.333,1,0
1631,2016-09-01 07:00:00+00:00,5.0,1,0
1632,2016-09-01 07:30:00+00:00,4.667,1,0
1633,2016-09-01 08:00:00+00:00,3.667,1,0
1634,2016-09-01 08:30:00+00:00,3.0,0,0
1635,2016-09-01 09:00:00+00:00,3.667,1,0
1636,2016-09-01 09:30:00+00:00,3.333,1,0
1637,2016-09-01 10:00:00+00:00,3.0,0,0
1638,2016-09-01 10:30:00+00:00,3.0,0,0
1639,2016-09-01 11:00:00+00:00,3.0,0,0
1640,2016-09-01 11:30:00+00:00,3.333,1,0
1641,2016-09-01 12:00:00+00:00,2.333,0,1
1642,2016-09-01 12:30:00+00:00,4.333,1,0
1643,2016-09-01 13:00:00+00:00,4.333,1,0
1644,2016-09-01 13:30:00+00:00,4.0,1,0
1645,2016-09-01 14:00:00+00:00,3.667,1,0
1646,2016-09-01 14:30:00+00:00,4.0,1,0
1647,2016-09-01 15:00:00+00:00,3.667,1,0
1648,2016-09-01 15:30:00+00:00,2.667,0,1
1649,2016-09-01 16:00:00+00:00,1.667,0,1
1650,2016-09-01 16:30:00+00:00,2.333,0,1
1651,2016-09-01 17:00:00+00:00,2.333,0,1
1652,2016-09-01 17:30:00+00:00,3.667,1,0
1653,2016-09-01 18:00:00+00:00,3.333,1,0
1654,2016-09-01 18:30:00+00:00,3.333,1,0
1655,2016-09-01 19:00:00+00:00,4.0,1,0
1656,2016-09-01 19:30:00+00:00,5.667,1,0
1657,2016-09-01 20:00:00+00:00,5.0,1,0
1658,2016-09-01 20:30:00+00:00,5.667,1,0
1659,2016-09-01 21:00:00+00:00,5.0,1,0
1660,2016-09-01 21:30:00+00:00,5.0,1,0
1661,2016-09-01 22:00:00+00:00,5.0,1,0
1662,2016-09-01 22:30:00+00:00,3.333,1,0
1663,2016-09-01 23:00:00+00:00,5.333,1,0
1664,2016-09-01 23:30:00+00:00,5.667,1,0
1665,2016-09-02 00:00:00+00:00,5.0,1,0
1666,2016-09-02 00:30:00+00:00,5.0,1,0
1667,2016-09-02 01:00:00+00:00,5.0,1,0
1668,2016-09-02 01:30:00+00:00,6.0,1,0
1669,2016-09-02 02:00:00+00:00,6.333,1,0
1670,2016-09-02 02:30:00+00:00,6.0,1,0
1671,2016-09-02 03:00:00+00:00,5.333,1,0
1672,2016-09-02 03:30:00+00:00,4.333,1,0
1673,2016-09-02 04:00:00+00:00,4.333,1,0
1674,2016-09-02 04:30:00+00:00,6.0,1,0
1675,2016-09-02 05:00:00+00:00,6.0,1,0
1676,2016-09-02 05:30:00+00:00,4.333,1,0
1677,2016-09-02 06:00:00+00:00,4.0,1,0
1678,2016-09-02 06:30:00+00:00,4.0,1,0
1679,2016-09-02 07:00:00+00:00,3.667,1,0
1680,2016-09-02 07:30:00+00:00,2.667,0,1
1681,2016-09-02 08:00:00+00:00,2.333,0,1
1682,2016-09-02 08:30:00+00:00,3.0,0,0
1683,2016-09-02 09:00:00+00:00,3.667,1,0
1684,2016-09-26 09:30:00+00:00,1.333,0,1
1685,2016-09-26 10:00:00+00:00,2.333,0,1
1686,2016-09-26 10:30:00+00:00,2.667,0,1
1687,2016-09-26 11:00:00+00:00,3.0,0,0
1688,2016-09-26 11:30:00+00:00,4.0,1,0
1689,2016-09-26 12:00:00+00:00,4.333,1,0
1690,2016-09-26 12:30:00+00:00,4.333,1,0
1691,2016-09-26 13:00:00+00:00,4.0,1,0
1692,2016-09-26 13:30:00+00:00,3.0,0,0
1693,2016-09-26 14:00:00+00:00,3.333,1,0
1694,2016-09-26 14:30:00+00:00,3.0,0,0
1695,2016-09-26 15:00:00+00:00,3.667,1,0
1696,2016-09-26 15:30:00+00:00,3.667,1,0
1697,2016-09-26 16:00:00+00:00,3.667,1,0
1698,2016-09-26 16:30:00+00:00,3.333,1,0
1699,2016-09-26 17:00:00+00:00,3.0,0,0
1700,2016-09-26 17:30:00+00:00,3.333,1,0
1701,2016-09-26 18:00:00+00:00,3.333,1,0
1702,2016-09-26 18:30:00+00:00,4.0,1,0
1703,2016-09-26 19:00:00+00:00,3.333,1,0
1704,2016-09-26 19:30:00+00:00,3.333,1,0
1705,2016-09-26 20:00:00+00:00,3.667,1,0
1706,2016-09-26 20:30:00+00:00,4.667,1,0
1707,2016-09-26 21:00:00+00:00,4.667,1,0
1708,2016-09-26 21:30:00+00:00,3.667,1,0
1709,2016-09-26 22:00:00+00:00,3.0,0,0
1710,2016-09-26 22:30:00+00:00,4.333,1,0
1711,2016-09-26 23:00:00+00:00,3.667,1,0
1712,2016-09-26 23:30:00+00:00,6.0,1,0
1713,2016-09-27 00:00:00+00:00,5.333,1,0
1714,2016-09-27 00:30:00+00:00,4.333,1,0
1715,2016-09-27 01:00:00+00:00,4.667,1,0
1716,2016-09-27 01:30:00+00:00,4.667,1,0
1717,2016-09-27 02:00:00+00:00,4.667,1,0
1718,2016-09-27 02:30:00+00:00,4.667,1,0
1719,2016-09-27 03:00:00+00:00,4.667,1,0
1720,2016-09-27 03:30:00+00:00,4.0,1,0
1721,2016-09-27 04:00:00+00:00,3.0,0,0
1722,2016-09-27 04:30:00+00:00,3.333,1,0
1723,2016-09-27 05:00:00+00:00,2.667,0,1
1724,2016-09-27 05:30:00+00:00,3.0,0,0
1725,2016-09-27 06:00:00+00:00,2.667,0,1
1726,2016-09-27 06:30:00+00:00,2.667,0,1
1727,2016-09-27 07:00:00+00:00,3.667,1,0
1728,2016-09-27 07:30:00+00:00,4.0,1,0
1729,2016-09-27 08:00:00+00:00,3.333,1,0
1730,2016-09-27 08:30:00+00:00,4.667,1,0
1731,2016-09-27 09:00:00+00:00,5.333,1,0
1732,2016-09-27 09:30:00+00:00,5.333,1,0
1733,2016-09-27 10:00:00+00:00,5.333,1,0
1734,2016-09-27 10:30:00+00:00,4.667,1,0
1735,2016-09-27 11:00:00+00:00,4.333,1,0
1736,2016-09-27 11:30:00+00:00,4.333,1,0
1737,2016-09-27 12:00:00+00:00,4.0,1,0
1738,2016-09-27 12:30:00+00:00,3.667,1,0
1739,2016-09-27 13:00:00+00:00,3.667,1,0
1740,2016-09-27 13:30:00+00:00,4.0,1,0
1741,2016-09-27 14:00:00+00:00,4.333,1,0
1742,2016-09-27 14:30:00+00:00,5.333,1,0
1743,2016-09-27 15:00:00+00:00,6.333,1,0
1744,2016-09-27 15:30:00+00:00,5.333,1,0
1745,2016-09-27 16:00:00+00:00,4.0,1,0
1746,2016-09-27 16:30:00+00:00,4.0,1,0
1747,2016-09-27 17:00:00+00:00,3.667,1,0
1748,2016-09-27 17:30:00+00:00,4.333,1,0
1749,2016-09-27 18:00:00+00:00,2.667,0,1
1750,2016-09-27 18:30:00+00:00,4.333,1,0
1751,2016-09-27 19:00:00+00:00,3.667,1,0
1752,2016-09-27 19:30:00+00:00,2.667,0,1
1753,2016-09-27 20:00:00+00:00,3.0,0,0
1754,2016-09-27 20:30:00+00:00,1.667,0,1
1755,2016-09-27 21:00:00+00:00,3.0,0,0
1756,2016-09-27 21:30:00+00:00,3.333,1,0
1757,2016-09-27 22:00:00+00:00,3.333,1,0
1758,2016-09-27 22:30:00+00:00,4.0,1,0
1759,2016-09-27 23:00:00+00:00,4.0,1,0
1760,2016-09-27 23:30:00+00:00,4.0,1,0
1761,2016-09-28 00:00:00+00:00,4.333,1,0
1762,2016-09-28 00:30:00+00:00,4.333,1,0
1763,2016-09-28 01:00:00+00:00,4.667,1,0
1764,2016-09-28 01:30:00+00:00,3.667,1,0
1765,2016-09-28 02:00:00+00:00,4.667,1,0
1766,2016-09-28 02:30:00+00:00,5.333,1,0
1767,2016-09-28 03:00:00+00:00,5.667,1,0
1768,2016-09-28 03:30:00+00:00,4.333,1,0
1769,2016-09-28 04:00:00+00:00,4.333,1,0
1770,2016-09-28 04:30:00+00:00,4.0,1,0
1771,2016-09-28 05:00:00+00:00,4.0,1,0
1772,2016-09-28 05:30:00+00:00,4.0,1,0
1773,2016-09-28 06:00:00+00:00,3.667,1,0
1774,2016-09-28 06:30:00+00:00,3.333,1,0
1775,2016-09-28 07:00:00+00:00,3.0,0,0
1776,2016-09-28 07:30:00+00:00,4.333,1,0
1777,2016-09-28 08:00:00+00:00,3.667,1,0
1778,2016-09-28 08:30:00+00:00,3.667,1,0
1779,2016-09-28 09:00:00+00:00,3.667,1,0
1780,2016-09-28 09:30:00+00:00,4.0,1,0
1781,2016-09-28 10:00:00+00:00,5.0,1,0
1782,2016-09-28 10:30:00+00:00,5.0,1,0
