,time,values,above_3,below_3
0,2016-01-01 00:00:00+00:00,5.667,1,0
1,2016-01-01 00:30:00+00:00,5.667,1,0
2,2016-01-01 01:00:00+00:00,6.333,1,0
3,2016-01-01 01:30:00+00:00,6.0,1,0
4,2016-01-01 02:00:00+00:00,5.667,1,0
5,2016-01-01 02:30:00+00:00,5.667,1,0
6,2016-01-01 03:00:00+00:00,5.0,1,0
7,2016-01-01 03:30:00+00:00,5.0,1,0
8,2016-01-01 04:00:00+00:00,5.333,1,0
9,2016-01-01 04:30:00+00:00,5.667,1,0
10,2016-01-01 05:00:00+00:00,5.333,1,0
11,2016-01-01 05:30:00+00:00,5.667,1,0
12,2016-01-01 06:00:00+00:00,5.667,1,0
13,2016-01-01 06:30:00+00:00,5.0,1,0
14,2016-01-01 07:00:00+00:00,4.0,1,0
15,2016-01-01 07:30:00+00:00,4.0,1,0
16,2016-01-01 08:00:00+00:00,3.667,1,0
17,2016-01-01 08:30:00+00:00,3.667,1,0
18,2016-01-01 09:00:00+00:00,4.0,1,0
19,2016-01-01 09:30:00+00:00,4.0,1,0
20,2016-01-01 10:00:00+00:00,3.333,1,0
21,2016-01-01 10:30:00+00:00,2.667,0,1
22,2016-01-01 11:00:00+00:00,2.333,0,1
23,2016-01-01 11:30:00+00:00,2.333,0,1
24,2016-01-01 12:00:00+00:00,1.667,0,1
25,2016-01-01 12:30:00+00:00,1.0,0,1
26,2016-01-01 13:00:00+00:00,2.0,0,1
27,2016-01-01 13:30:00+00:00,2.0,0,1
28,2016-01-01 14:00:00+00:00,2.667,0,1
29,2016-01-01 14:30:00+00:00,1.667,0,1
30,2016-01-01 15:00:00+00:00,1.333,0,1
31,2016-01-01 15:30:00+00:00,1.0,0,1
32,2016-01-01 16:00:00+00:00,1.0,0,1
33,2016-01-01 16:30:00+00:00,1.0,0,1
34,2016-01-01 17:00:00+00:00,1.0,0,1
35,2016-01-01 17:30:00+00:00,1.0,0,1
36,2016-01-01 18:00:00+00:00,0.667,0,1
37,2016-01-01 18:30:00+00:00,2.0,0,1
38,2016-01-01 19:00:00+00:00,2.0,0,1
39,2016-01-01 19:30:00+00:00,2.333,0,1
40,2016-01-01 20:00:00+00:00,2.333,0,1
41,2016-01-01 20:30:00+00:00,2.333,0,1
42,2016-01-01 21:00:00+00:00,2.0,0,1
43,2016-01-01 21:30:00+00:00,2.333,0,1
44,2016-01-01 22:00:00+00:00,2.0,0,1
45,2016-01-01 22:30:00+00:00,1.0,0,1
46,2016-01-01 23:00:00+00:00,1.333,0,1
47,2016-01-01 23:30:00+00:00,1.667,0,1
48,2016-01-02 00:00:00+00:00,2.0,0,1
49,2016-01-19 10:00:00+00:00,2.0,0,1
50,2016-01-19 10:30:00+00:00,3.667,1,0
51,2016-01-19 11:00:00+00:00,3.333,1,0
52,2016-01-19 11:30:00+00:00,3.333,1,0
53,2016-01-19 12:00:00+00:00,1.333,0,1
54,2016-01-19 12:30:00+00:00,1.0,0,1
55,2016-01-19 13:00:00+00:00,0.333,0,1
56,2016-01-19 13:30:00+00:00,1.333,0,1
57,2016-01-19 14:00:00+00:00,0.667,0,1
58,2016-01-19 14:30:00+00:00,1.667,0,1
59,2016-01-19 15:00:00+00:00,1.333,0,1
60,2016-01-19 15:30:00+00:00,0.667,0,1
61,2016-01-19 16:00:00+00:00,2.667,0,1
62,2016-01-19 16:30:00+00:00,0.0,0,1
63,2016-01-19 17:00:00+00:00,0.333,0,1
64,2016-01-19 17:30:00+00:00,0.333,0,1
65,2016-01-19 18:00:00+00:00,0.667,0,1
66,2016-01-19 18:30:00+00:00,1.333,0,1
67,2016-01-19 19:00:00+00:00,0.667,0,1
68,2016-01-19 19:30:00+00:00,0.333,0,1
69,2016-01-19 20:00:00+00:00,0.0,0,1
70,2016-01-19 20:30:00+00:00,0.333,0,1
71,2016-01-19 21:00:00+00:00,0.333,0,1
72,2016-01-19 21:30:00+00:00,1.0,0,1
73,2016-01-19 22:00:00+00:00,1.333,0,1
74,2016-01-19 22:30:00+00:00,2.333,0,1
75,2016-01-19 23:00:00+00:00,1.333,0,1
76,2016-01-19 23:30:00+00:00,0.667,0,1
77,2016-01-20 00:00:00+00:00,1.667,0,1
78,2016-01-20 00:30:00+00:00,0.667,0,1
79,2016-01-20 01:00:00+00:00,0.667,0,1
80,2016-01-20 01:30:00+00:00,1.333,0,1
81,2016-01-20 02:00:00+00:00,1.333,0,1
82,2016-01-20 02:30:00+00:00,1.0,0,1
83,2016-01-20 03:00:00+00:00,2.0,0,1
84,2016-01-20 03:30:00+00:00,1.667,0,1
85,2016-01-20 04:00:00+00:00,2.0,0,1
86,2016-01-20 04:30:00+00:00,2.333,0,1
87,2016-01-20 05:00:00+00:00,2.333,0,1
88,2016-01-20 05:30:00+00:00,2.667,0,1
89,2016-01-20 06:00:00+00:00,3.333,1,0
90,2016-01-20 06:30:00+00:00,3.667,1,0
91,2016-01-20 07:00:00+00:00,3.333,1,0
92,2016-01-20 07:30:00+00:00,3.333,1,0
93,2016-01-20 08:00:00+00:00,3.333,1,0
94,2016-01-20 08:30:00+00:00,3.0,0,0
95,2016-01-20 09:00:00+00:00,3.333,1,0
96,2016-01-20 09:30:00+00:00,4.0,1,0
97,2016-01-20 10:00:00+00:00,4.0,1,0
98,2016-01-20 10:30:00+00:00,5.333,1,0
99,2016-01-20 11:00:00+00:00,4.667,1,0
100,2016-01-20 11:30:00+00:00,4.333,1,0
101,2016-01-20 12:00:00+00:00,3.333,1,0
102,2016-01-20 12:30:00+00:00,3.667,1,0
103,2016-01-20 13:00:00+00:00,4.0,1,0
104,2016-01-20 13:30:00+00:00,4.0,1,0
105,2016-01-20 14:00:00+00:00,5.0,1,0
106,2016-01-20 14:30:00+00:00,5.667,1,0
107,2016-01-20 15:00:00+00:00,5.0,1,0
108,2016-01-20 15:30:00+00:00,4.667,1,0
109,2016-01-20 16:00:00+00:00,4.667,1,0
110,2016-01-20 16:30:00+00:00,4.667,1,0
111,2016-01-20 17:00:00+00:00,5.0,1,0
112,2016-01-20 17:30:00+00:00,5.0,1,0
113,2016-01-20 18:00:00+00:00,4.333,1,0
114,2016-01-20 18:30:00+00:00,4.667,1,0
115,2016-01-20 19:00:00+00:00,4.333,1,0
116,2016-01-20 19:30:00+00:00,5.0,1,0
117,2016-01-20 20:00:00+00:00,3.667,1,0
118,2016-01-20 20:30:00+00:00,3.667,1,0
119,2016-01-20 21:00:00+00:00,4.333,1,0
120,2016-01-20 21:30:00+00:00,4.667,1,0
121,2016-01-20 22:00:00+00:00,4.333,1,0
122,2016-01-20 22:30:00+00:00,3.667,1,0
123,2016-01-20 23:00:00+00:00,3.667,1,0
124,2016-01-20 23:30:00+00:00,4.0,1,0
125,2016-01-21 00:00:00+00:00,4.0,1,0
126,2016-01-21 00:30:00+00:00,4.0,1,0
127,2016-01-21 01:00:00+00:00,4.333,1,0
128,2016-01-21 01:30:00+00:00,4.333,1,0
129,2016-01-21 02:00:00+00:00,4.333,1,0
130,2016-01-21 02:30:00+00:00,4.333,1,0
131,2016-01-21 03:00:00+00:00,4.333,1,0
132,2016-01-21 03:30:00+00:00,3.667,1,0
133,2016-01-21 04:00:00+00:00,4.0,1,0
134,2016-01-21 04:30:00+00:00,4.667,1,0
135,2016-01-21 05:00:00+00:00,5.0,1,0
136,2016-01-21 05:30:00+00:00,6.667,1,0
137,2016-01-21 06:00:00+00:00,6.333,1,0
138,2016-01-21 06:30:00+00:00,5.0,1,0
139,2016-01-21 07:00:00+00:00,4.333,1,0
140,2016-01-21 07:30:00+00:00,3.0,0,0
141,2016-01-21 08:00:00+00:00,3.333,1,0
142,2016-01-21 08:30:00+00:00,2.667,0,1
143,2016-01-21 09:00:00+00:00,3.0,0,0
144,2016-01-21 09:30:00+00:00,4.0,1,0
145,2016-01-31 08:30:00+00:00,3.333,1,0
146,2016-01-31 09:00:00+00:00,3.0,0,0
147,2016-01-31 09:30:00+00:00,2.333,0,1
148,2016-01-31 10:00:00+00:00,1.667,0,1
149,2016-01-31 10:30:00+00:00,1.667,0,1
150,2016-01-31 11:00:00+00:00,1.0,0,1
151,2016-01-31 11:30:00+00:00,1.667,0,1
152,2016-01-31 12:00:00+00:00,2.333,0,1
153,2016-01-31 12:30:00+00:00,3.0,0,0
154,2016-01-31 13:00:00+00:00,2.333,0,1
155,2016-01-31 13:30:00+00:00,2.0,0,1
156,2016-01-31 14:00:00+00:00,1.333,0,1
157,2016-01-31 14:30:00+00:00,1.333,0,1
158,2016-01-31 15:00:00+00:00,2.0,0,1
159,2016-01-31 15:30:00+00:00,2.333,0,1
160,2016-01-31 16:00:00+00:00,2.333,0,1
161,2016-01-31 16:30:00+00:00,1.667,0,1
162,2016-01-31 17:00:00+00:00,1.333,0,1
163,2016-01-31 17:30:00+00:00,1.333,0,1
164,2016-01-31 18:00:00+00:00,1.333,0,1
165,2016-01-31 18:30:00+00:00,1.0,0,1
166,2016-01-31 19:00:00+00:00,1.333,0,1
167,2016-01-31 19:30:00+00:00,2.667,0,1
168,2016-01-31 20:00:00+00:00,2.333,0,1
169,2016-01-31 20:30:00+00:00,2.667,0,1
170,2016-01-31 21:00:00+00:00,2.333,0,1
171,2016-01-31 21:30:00+00:00,4.0,1,0
172,2016-01-31 22:00:00+00:00,4.667,1,0
173,2016-01-31 22:30:00+00:00,4.0,1,0
174,2016-01-31 23:00:00+00:00,3.667,1,0
175,2016-01-31 23:30:00+00:00,3.333,1,0
176,2016-02-01 00:00:00+00:00,3.333,1,0
177,2016-02-01 00:30:00+00:00,2.667,0,1
178,2016-02-01 01:00:00+00:00,3.0,0,0
179,2016-02-01 01:30:00+00:00,2.667,0,1
180,2016-02-01 02:00:00+00:00,2.333,0,1
181,2016-02-01 02:30:00+00:00,3.0,0,0
182,2016-02-01 03:00:00+00:00,3.667,1,0
183,2016-02-01 03:30:00+00:00,3.0,0,0
184,2016-02-01 04:00:00+00:00,4.333,1,0
185,2016-02-01 04:30:00+00:00,4.0,1,0
186,2016-02-01 05:00:00+00:00,3.333,1,0
187,2016-02-01 05:30:00+00:00,3.333,1,0
188,2016-02-01 06:00:00+00:00,2.667,0,1
189,2016-02-01 06:30:00+00:00,3.0,0,0
190,2016-02-01 07:00:00+00:00,2.667,0,1
191,2016-02-01 07:30:00+00:00,2.0,0,1
192,2016-02-01 08:00:00+00:00,3.0,0,0
193,2016-02-01 08:30:00+00:00,2.667,0,1
194,2016-02-01 09:00:00+00:00,3.667,1,0
195,2016-02-01 09:30:00+00:00,3.333,1,0
196,2016-02-01 10:00:00+00:00,1.667,0,1
197,2016-02-01 10:30:00+00:00,1.0,0,1
198,2016-02-01 11:00:00+00:00,1.0,0,1
199,2016-02-01 11:30:00+00:00,1.333,0,1
200,2016-02-01 12:00:00+00:00,0.333,0,1
201,2016-02-01 12:30:00+00:00,0.0,0,1
202,2016-02-01 13:00:00+00:00,0.0,0,1
203,2016-02-01 13:30:00+00:00,0.333,0,1
204,2016-02-01 14:00:00+00:00,0.0,0,1
205,2016-02-01 14:30:00+00:00,0.0,0,1
206,2016-02-01 15:00:00+00:00,0.667,0,1
207,2016-02-01 15:30:00+00:00,0.333,0,1
208,2016-02-01 16:00:00+00:00,0.333,0,1
209,2016-02-01 16:30:00+00:00,0.333,0,1
210,2016-02-01 17:00:00+00:00,0.667,0,1
211,2016-02-01 17:30:00+00:00,0.333,0,1
212,2016-02-01 18:00:00+00:00,0.0,0,1
213,2016-02-01 18:30:00+00:00,0.333,0,1
214,2016-02-01 19:00:00+00:00,0.0,0,1
215,2016-02-01 19:30:00+00:00,0.0,0,1
216,2016-02-01 20:00:00+00:00,0.0,0,1
217,2016-02-01 20:30:00+00:00,0.333,0,1
218,2016-02-01 21:00:00+00:00,0.0,0,1
219,2016-02-01 21:30:00+00:00,0.667,0,1
220,2016-02-01 22:00:00+00:00,0.667,0,1
221,2016-02-01 22:30:00+00:00,0.0,0,1
222,2016-02-01 23:00:00+00:00,0.333,0,1
223,2016-02-01 23:30:00+00:00,0.333,0,1
224,2016-02-02 00:00:00+00:00,0.333,0,1
225,2016-02-02 00:30:00+00:00,0.667,0,1
226,2016-02-02 01:00:00+00:00,0.333,0,1
227,2016-02-02 01:30:00+00:00,0.333,0,1
228,2016-02-02 02:00:00+00:00,0.333,0,1
229,2016-02-02 02:30:00+00:00,1.0,0,1
230,2016-02-02 03:00:00+00:00,0.667,0,1
231,2016-02-02 03:30:00+00:00,0.667,0,1
232,2016-02-02 04:00:00+00:00,0.0,0,1
233,2016-02-02 04:30:00+00:00,0.333,0,1
234,2016-02-02 05:00:00+00:00,0.333,0,1
235,2016-02-02 05:30:00+00:00,1.0,0,1
236,2016-02-02 06:00:00+00:00,1.333,0,1
237,2016-02-02 06:30:00+00:00,1.333,0,1
238,2016-02-02 07:00:00+00:00,1.0,0,1
239,2016-02-02 07:30:00+00:00,1.0,0,1
240,2016-02-02 08:00:00+00:00,0.667,0,1
241,2016-02-15 19:00:00+00:00,0.667,0,1
242,2016-02-15 19:30:00+00:00,0.667,0,1
243,2016-02-15 20:00:00+00:00,1.333,0,1
244,2016-02-15 20:30:00+00:00,1.667,0,1
245,2016-02-15 21:00:00+00:00,2.0,0,1
246,2016-02-15 21:30:00+00:00,2.667,0,1
247,2016-02-15 22:00:00+00:00,3.333,1,0
248,2016-02-15 22:30:00+00:00,5.0,1,0
249,2016-02-15 23:00:00+00:00,5.0,1,0
250,2016-02-15 23:30:00+00:00,4.333,1,0
251,2016-02-16 00:00:00+00:00,3.667,1,0
252,2016-02-16 00:30:00+00:00,4.333,1,0
253,2016-02-16 01:00:00+00:00,4.333,1,0
254,2016-02-16 01:30:00+00:00,4.0,1,0
255,2016-02-16 02:00:00+00:00,4.333,1,0
256,2016-02-16 02:30:00+00:00,4.0,1,0
257,2016-02-16 03:00:00+00:00,3.0,0,0
258,2016-02-16 03:30:00+00:00,2.667,0,1
259,2016-02-16 04:00:00+00:00,2.667,0,1
260,2016-02-16 04:30:00+00:00,3.333,1,0
261,2016-02-16 05:00:00+00:00,3.333,1,0
262,2016-02-16 05:30:00+00:00,3.0,0,0
263,2016-02-16 06:00:00+00:00,3.0,0,0
264,2016-02-16 06:30:00+00:00,3.333,1,0
265,2016-02-16 07:00:00+00:00,3.0,0,0
266,2016-02-16 07:30:00+00:00,3.333,1,0
267,2016-02-16 08:00:00+00:00,4.0,1,0
268,2016-02-16 08:30:00+00:00,4.333,1,0
269,2016-02-16 09:00:00+00:00,4.667,1,0
270,2016-02-16 09:30:00+00:00,5.0,1,0
271,2016-02-16 10:00:00+00:00,4.667,1,0
272,2016-02-16 10:30:00+00:00,3.333,1,0
273,2016-02-16 11:00:00+00:00,3.667,1,0
274,2016-02-16 11:30:00+00:00,4.667,1,0
275,2016-02-16 12:00:00+00:00,4.667,1,0
276,2016-02-16 12:30:00+00:00,5.333,1,0
277,2016-02-16 13:00:00+00:00,5.333,1,0
278,2016-02-16 13:30:00+00:00,4.667,1,0
279,2016-02-16 14:00:00+00:00,5.0,1,0
280,2016-02-16 14:30:00+00:00,5.0,1,0
281,2016-02-16 15:00:00+00:00,4.333,1,0
282,2016-02-16 15:30:00+00:00,5.0,1,0
283,2016-02-16 16:00:00+00:00,4.667,1,0
284,2016-02-16 16:30:00+00:00,5.0,1,0
285,2016-02-16 17:00:00+00:00,5.667,1,0
286,2016-02-16 17:30:00+00:00,5.333,1,0
287,2016-02-16 18:00:00+00:00,4.667,1,0
288,2016-02-16 18:30:00+00:00,4.667,1,0
289,2016-02-16 19:00:00+00:00,4.0,1,0
290,2016-02-16 19:30:00+00:00,5.333,1,0
291,2016-02-16 20:00:00+00:00,6.0,1,0
292,2016-02-16 20:30:00+00:00,6.0,1,0
293,2016-02-16 21:00:00+00:00,4.333,1,0
294,2016-02-16 21:30:00+00:00,4.0,1,0
295,2016-02-16 22:00:00+00:00,3.667,1,0
296,2016-02-16 22:30:00+00:00,4.667,1,0
297,2016-02-16 23:00:00+00:00,5.333,1,0
298,2016-02-16 23:30:00+00:00,4.333,1,0
299,2016-02-17 00:00:00+00:00,4.333,1,0
300,2016-02-17 00:30:00+00:00,4.0,1,0
301,2016-02-17 01:00:00+00:00,4.333,1,0
302,2016-02-17 01:30:00+00:00,5.667,1,0
303,2016-02-17 02:00:00+00:00,5.0,1,0
304,2016-02-17 02:30:00+00:00,3.667,1,0
305,2016-02-17 03:00:00+00:00,3.333,1,0
306,2016-02-17 03:30:00+00:00,3.333,1,0
307,2016-02-17 04:00:00+00:00,2.667,0,1
308,2016-02-17 04:30:00+00:00,2.667,0,1
309,2016-02-17 05:00:00+00:00,2.333,0,1
310,2016-02-17 05:30:00+00:00,4.0,1,0
311,2016-02-17 06:00:00+00:00,4.0,1,0
312,2016-02-17 06:30:00+00:00,3.667,1,0
313,2016-02-17 07:00:00+00:00,4.667,1,0
314,2016-02-17 07:30:00+00:00,5.0,1,0
315,2016-02-17 08:00:00+00:00,4.0,1,0
316,2016-02-17 08:30:00+00:00,3.0,0,0
317,2016-02-17 09:00:00+00:00,2.667,0,1
318,2016-02-17 09:30:00+00:00,2.667,0,1
319,2016-02-17 10:00:00+00:00,3.333,1,0
320,2016-02-17 10:30:00+00:00,2.667,0,1
321,2016-02-17 11:00:00+00:00,2.333,0,1
322,2016-02-17 11:30:00+00:00,4.0,1,0
323,2016-02-17 12:00:00+00:00,3.667,1,0
324,2016-02-17 12:30:00+00:00,4.0,1,0
325,2016-02-17 13:00:00+00:00,4.333,1,0
326,2016-02-17 13:30:00+00:00,3.667,1,0
327,2016-02-17 14:00:00+00:00,4.0,1,0
328,2016-02-17 14:30:00+00:00,4.667,1,0
329,2016-02-17 15:00:00+00:00,4.333,1,0
330,2016-02-17 15:30:00+00:00,3.667,1,0
331,2016-02-17 16:00:00+00:00,2.667,0,1
332,2016-02-17 16:30:00+00:00,3.333,1,0
333,2016-02-17 17:00:00+00:00,3.333,1,0
334,2016-02-17 17:30:00+00:00,3.667,1,0
335,2016-02-17 18:00:00+00:00,4.667,1,0
336,2016-02-17 18:30:00+00:00,4.333,1,0
337,2016-02-17 19:00:00+00:00,3.667,1,0
338,2016-03-05 19:00:00+00:00,0.333,0,1
339,2016-03-05 19:30:00+00:00,0.333,0,1
340,2016-03-05 20:00:00+00:00,0.333,0,1
341,2016-03-05 20:30:00+00:00,0.667,0,1
342,2016-03-05 21:00:00+00:00,0.667,0,1
343,2016-03-05 21:30:00+00:00,0.333,0,1
344,2016-03-05 22:00:00+00:00,0.0,0,1
345,2016-03-05 22:30:00+00:00,0.0,0,1
346,2016-03-05 23:00:00+00:00,0.667,0,1
347,2016-03-05 23:30:00+00:00,0.333,0,1
348,2016-03-06 00:00:00+00:00,1.0,0,1
349,2016-03-06 00:30:00+00:00,0.667,0,1
350,2016-03-06 01:00:00+00:00,0.0,0,1
351,2016-03-06 01:30:00+00:00,0.333,0,1
352,2016-03-06 02:00:00+00:00,0.0,0,1
353,2016-03-06 02:30:00+00:00,0.333,0,1
354,2016-03-06 03:00:00+00:00,0.0,0,1
355,2016-03-06 03:30:00+00:00,0.0,0,1
356,2016-03-06 04:00:00+00:00,0.667,0,1
357,2016-03-06 04:30:00+00:00,1.0,0,1
358,2016-03-06 05:00:00+00:00,1.333,0,1
359,2016-03-06 05:30:00+00:00,1.667,0,1
360,2016-03-06 06:00:00+00:00,0.333,0,1
361,2016-03-06 06:30:00+00:00,2.0,0,1
362,2016-03-06 07:00:00+00:00,3.0,0,0
363,2016-03-06 07:30:00+00:00,1.333,0,1
364,2016-03-06 08:00:00+00:00,3.0,0,0
365,2016-03-06 08:30:00+00:00,2.0,0,1
366,2016-03-06 09:00:00+00:00,2.667,0,1
367,2016-03-06 09:30:00+00:00,2.667,0,1
368,2016-03-06 10:00:00+00:00,1.333,0,1
369,2016-03-06 10:30:00+00:00,2.333,0,1
370,2016-03-06 11:00:00+00:00,2.333,0,1
371,2016-03-06 11:30:00+00:00,3.0,0,0
372,2016-03-06 12:00:00+00:00,1.0,0,1
373,2016-03-06 12:30:00+00:00,2.667,0,1
374,2016-03-06 13:00:00+00:00,2.667,0,1
375,2016-03-06 13:30:00+00:00,2.0,0,1
376,2016-03-06 14:00:00+00:00,3.0,0,0
377,2016-03-06 14:30:00+00:00,2.667,0,1
378,2016-03-06 15:00:00+00:00,3.333,1,0
379,2016-03-06 15:30:00+00:00,4.0,1,0
380,2016-03-06 16:00:00+00:00,4.667,1,0
381,2016-03-06 16:30:00+00:00,4.667,1,0
382,2016-03-06 17:00:00+00:00,4.667,1,0
383,2016-03-06 17:30:00+00:00,5.667,1,0
384,2016-03-06 18:00:00+00:00,5.333,1,0
385,2016-03-06 18:30:00+00:00,5.667,1,0
386,2016-03-06 19:00:00+00:00,5.333,1,0
387,2016-03-06 19:30:00+00:00,5.667,1,0
388,2016-03-06 20:00:00+00:00,6.0,1,0
389,2016-03-06 20:30:00+00:00,6.0,1,0
390,2016-03-06 21:00:00+00:00,6.0,1,0
391,2016-03-06 21:30:00+00:00,7.0,1,0
392,2016-03-06 22:00:00+00:00,7.333,1,0
393,2016-03-06 22:30:00+00:00,7.0,1,0
394,2016-03-06 23:00:00+00:00,6.0,1,0
395,2016-03-06 23:30:00+00:00,5.0,1,0
396,2016-03-07 00:00:00+00:00,4.667,1,0
397,2016-03-07 00:30:00+00:00,5.667,1,0
398,2016-03-07 01:00:00+00:00,4.667,1,0
399,2016-03-07 01:30:00+00:00,4.0,1,0
400,2016-03-07 02:00:00+00:00,4.0,1,0
401,2016-03-07 02:30:00+00:00,3.667,1,0
402,2016-03-07 03:00:00+00:00,4.667,1,0
403,2016-03-07 03:30:00+00:00,5.333,1,0
404,2016-03-07 04:00:00+00:00,4.667,1,0
405,2016-03-07 04:30:00+00:00,5.0,1,0
406,2016-03-07 05:00:00+00:00,3.667,1,0
407,2016-03-07 05:30:00+00:00,3.333,1,0
408,2016-03-07 06:00:00+00:00,3.0,0,0
409,2016-03-07 06:30:00+00:00,2.667,0,1
410,2016-03-07 07:00:00+00:00,3.0,0,0
411,2016-03-07 07:30:00+00:00,3.667,1,0
412,2016-03-07 08:00:00+00:00,4.333,1,0
413,2016-03-07 08:30:00+00:00,4.0,1,0
414,2016-03-07 09:00:00+00:00,3.0,0,0
415,2016-03-07 09:30:00+00:00,2.667,0,1
416,2016-03-07 10:00:00+00:00,3.0,0,0
417,2016-03-07 10:30:00+00:00,3.0,0,0
418,2016-03-07 11:00:00+00:00,2.333,0,1
419,2016-03-07 11:30:00+00:00,3.333,1,0
420,2016-03-07 12:00:00+00:00,3.333,1,0
421,2016-03-07 12:30:00+00:00,3.333,1,0
422,2016-03-07 13:00:00+00:00,3.333,1,0
423,2016-03-07 13:30:00+00:00,3.0,0,0
424,2016-03-07 14:00:00+00:00,2.333,0,1
425,2016-03-07 14:30:00+00:00,2.667,0,1
426,2016-03-07 15:00:00+00:00,3.333,1,0
427,2016-03-07 15:30:00+00:00,2.333,0,1
428,2016-03-07 16:00:00+00:00,2.667,0,1
429,2016-03-07 16:30:00+00:00,4.333,1,0
430,2016-03-07 17:00:00+00:00,3.667,1,0
431,2016-03-07 17:30:00+00:00,3.333,1,0
432,2016-03-07 18:00:00+00:00,3.333,1,0
433,2016-03-07 18:30:00+00:00,3.333,1,0
434,2016-03-07 19:00:00+00:00,3.0,0,0
435,2016-03-14 07:00:00+00:00,1.0,0,1
436,2016-03-14 07:30:00+00:00,1.0,0,1
437,2016-03-14 08:00:00+00:00,1.333,0,1
438,2016-03-14 08:30:00+00:00,2.333,0,1
439,2016-03-14 09:00:00+00:00,2.0,0,1
440,2016-03-14 09:30:00+00:00,1.0,0,1
441,2016-03-14 10:00:00+00:00,1.0,0,1
442,2016-03-14 10:30:00+00:00,1.0,0,1
443,2016-03-14 11:00:00+00:00,0.333,0,1
444,2016-03-14 11:30:00+00:00,1.0,0,1
445,2016-03-14 12:00:00+00:00,1.0,0,1
446,2016-03-14 12:30:00+00:00,1.0,0,1
447,2016-03-14 13:00:00+00:00,0.667,0,1
448,2016-03-14 13:30:00+00:00,1.667,0,1
449,2016-03-14 14:00:00+00:00,1.0,0,1
450,2016-03-14 14:30:00+00:00,0.667,0,1
451,2016-03-14 15:00:00+00:00,0.333,0,1
452,2016-03-14 15:30:00+00:00,0.333,0,1
453,2016-03-14 16:00:00+00:00,1.0,0,1
454,2016-03-14 16:30:00+00:00,1.667,0,1
455,2016-03-14 17:00:00+00:00,3.333,1,0
456,2016-03-14 17:30:00+00:00,2.333,0,1
457,2016-03-14 18:00:00+00:00,2.667,0,1
458,2016-03-14 18:30:00+00:00,4.0,1,0
459,2016-03-14 19:00:00+00:00,4.333,1,0
460,2016-03-14 19:30:00+00:00,4.667,1,0
461,2016-03-14 20:00:00+00:00,3.667,1,0
462,2016-03-14 20:30:00+00:00,4.0,1,0
463,2016-03-14 21:00:00+00:00,5.0,1,0
464,2016-03-14 21:30:00+00:00,5.0,1,0
465,2016-03-14 22:00:00+00:00,5.0,1,0
466,2016-03-14 22:30:00+00:00,4.667,1,0
467,2016-03-14 23:00:00+00:00,4.667,1,0
468,2016-03-14 23:30:00+00:00,4.0,1,0
469,2016-03-15 00:00:00+00:00,3.667,1,0
470,2016-03-15 00:30:00+00:00,3.333,1,0
471,2016-03-15 01:00:00+00:00,4.333,1,0
472,2016-03-15 01:30:00+00:00,4.667,1,0
473,2016-03-15 02:00:00+00:00,3.667,1,0
474,2016-03-15 02:30:00+00:00,3.667,1,0
475,2016-03-15 03:00:00+00:00,4.0,1,0
476,2016-03-15 03:30:00+00:00,4.0,1,0
477,2016-03-15 04:00:00+00:00,4.667,1,0
478,2016-03-15 04:30:00+00:00,4.333,1,0
479,2016-03-15 05:00:00+00:00,4.667,1,0
480,2016-03-15 05:30:00+00:00,4.667,1,0
481,2016-03-15 06:00:00+00:00,4.0,1,0
482,2016-03-15 06:30:00+00:00,4.667,1,0
483,2016-03-15 07:00:00+00:00,5.0,1,0
484,2016-03-15 07:30:00+00:00,4.667,1,0
485,2016-03-15 08:00:00+00:00,4.333,1,0
486,2016-03-15 08:30:00+00:00,4.0,1,0
487,2016-03-15 09:00:00+00:00,4.333,1,0
488,2016-03-15 09:30:00+00:00,3.0,0,0
489,2016-03-15 10:00:00+00:00,4.0,1,0
490,2016-03-15 10:30:00+00:00,2.333,0,1
491,2016-03-15 11:00:00+00:00,2.333,0,1
492,2016-03-15 11:30:00+00:00,2.0,0,1
493,2016-03-15 12:00:00+00:00,1.667,0,1
494,2016-03-15 12:30:00+00:00,2.0,0,1
495,2016-03-15 13:00:00+00:00,1.0,0,1
496,2016-03-15 13:30:00+00:00,1.333,0,1
497,2016-03-15 14:00:00+00:00,1.0,0,1
498,2016-03-15 14:30:00+00:00,1.667,0,1
499,2016-03-15 15:00:00+00:00,2.0,0,1
500,2016-03-15 15:30:00+00:00,2.0,0,1
501,2016-03-15 16:00:00+00:00,2.0,0,1
502,2016-03-15 16:30:00+00:00,2.333,0,1
503,2016-03-15 17:00:00+00:00,3.0,0,0
504,2016-03-15 17:30:00+00:00,3.333,1,0
505,2016-03-15 18:00:00+00:00,3.0,0,0
506,2016-03-15 18:30:00+00:00,3.0,0,0
507,2016-03-15 19:00:00+00:00,3.333,1,0
508,2016-03-15 19:30:00+00:00,4.0,1,0
509,2016-03-15 20:00:00+00:00,6.0,1,0
510,2016-03-15 20:30:00+00:00,6.333,1,0
511,2016-03-15 21:00:00+00:00,4.667,1,0
512,2016-03-15 21:30:00+00:00,3.333,1,0
513,2016-03-15 22:00:00+00:00,3.0,0,0
514,2016-03-15 22:30:00+00:00,3.667,1,0
515,2016-03-15 23:00:00+00:00,3.667,1,0
516,2016-03-15 23:30:00+00:00,3.667,1,0
517,2016-03-16 00:00:00+00:00,5.667,1,0
