,time,values,above_3,below_3,above_6,below_6,above_9,below_9
0,2016-01-01 00:00:00+00:00,5.667,1,0,0,1,0,1
1,2016-01-01 00:30:00+00:00,5.667,1,0,0,1,0,1
2,2016-01-01 01:00:00+00:00,6.333,1,0,1,0,0,1
3,2016-01-01 01:30:00+00:00,6.0,1,0,0,0,0,1
4,2016-01-01 02:00:00+00:00,5.667,1,0,0,1,0,1
5,2016-01-01 02:30:00+00:00,5.667,1,0,0,1,0,1
6,2016-01-01 03:00:00+00:00,5.0,1,0,0,1,0,1
7,2016-01-01 03:30:00+00:00,5.0,1,0,0,1,0,1
8,2016-01-01 04:00:00+00:00,5.333,1,0,0,1,0,1
9,2016-01-01 04:30:00+00:00,5.667,1,0,0,1,0,1
10,2016-01-01 05:00:00+00:00,5.333,1,0,0,1,0,1
11,2016-01-01 05:30:00+00:00,5.667,1,0,0,1,0,1
12,2016-01-01 06:00:00+00:00,5.667,1,0,0,1,0,1
13,2016-01-01 06:30:00+00:00,5.0,1,0,0,1,0,1
14,2016-01-01 07:00:00+00:00,4.0,1,0,0,1,0,1
15,2016-01-01 07:30:00+00:00,4.0,1,0,0,1,0,1
16,2016-01-01 08:00:00+00:00,3.667,1,0,0,1,0,1
17,2016-01-01 08:30:00+00:00,3.667,1,0,0,1,0,1
18,2016-01-01 09:00:00+00:00,4.0,1,0,0,1,0,1
19,2016-01-01 09:30:00+00:00,4.0,1,0,0,1,0,1
20,2016-01-01 10:00:00+00:00,3.333,1,0,0,1,0,1
21,2016-01-01 10:30:00+00:00,2.667,0,1,0,1,0,1
22,2016-01-01 11:00:00+00:00,2.333,0,1,0,1,0,1
23,2016-01-01 11:30:00+00:00,2.333,0,1,0,1,0,1
24,2016-01-01 12:00:00+00:00,1.667,0,1,0,1,0,1
25,2016-01-01 12:30:00+00:00,1.0,0,1,0,1,0,1
26,2016-01-01 13:00:00+00:00,2.0,0,1,0,1,0,1
27,2016-01-01 13:30:00+00:00,2.0,0,1,0,1,0,1
28,2016-01-01 14:00:00+00:00,2.667,0,1,0,1,0,1
29,2016-01-01 14:30:00+00:00,1.667,0,1,0,1,0,1
30,2016-01-01 15:00:00+00:00,1.333,0,1,0,1,0,1
31,2016-01-01 15:30:00+00:00,1.0,0,1,0,1,0,1
32,2016-01-01 16:00:00+00:00,1.0,0,1,0,1,0,1
33,2016-01-01 16:30:00+00:00,1.0,0,1,0,1,0,1
34,2016-01-01 17:00:00+00:00,1.0,0,1,0,1,0,1
35,2016-01-01 17:30:00+00:00,1.0,0,1,0,1,0,1
36,2016-01-01 18:00:00+00:00,0.667,0,1,0,1,0,1
37,2016-01-01 18:30:00+00:00,2.0,0,1,0,1,0,1
38,2016-01-01 19:00:00+00:00,2.0,0,1,0,1,0,1
39,2016-01-01 19:30:00+00:00,2.333,0,1,0,1,0,1
40,2016-01-01 20:00:00+00:00,2.333,0,1,0,1,0,1
41,2016-01-01 20:30:00+00:00,2.333,0,1,0,1,0,1
42,2016-01-01 21:00:00+00:00,2.0,0,1,0,1,0,1
43,2016-01-01 21:30:00+00:00,2.333,0,1,0,1,0,1
44,2016-01-01 22:00:00+00:00,2.0,0,1,0,1,0,1
45,2016-01-01 22:30:00+00:00,1.0,0,1,0,1,0,1
46,2016-01-01 23:00:00+00:00,1.333,0,1,0,1,0,1
47,2016-01-01 23:30:00+00:00,1.667,0,1,0,1,0,1
48,2016-01-02 00:00:00+00:00,2.0,0,1,0,1,0,1
49,2016-01-02 00:30:00+00:00,1.667,0,1,0,1,0,1
50,2016-01-02 01:00:00+00:00,3.333,1,0,0,1,0,1
51,2016-01-02 01:30:00+00:00,3.667,1,0,0,1,0,1
52,2016-01-02 02:00:00+00:00,3.333,1,0,0,1,0,1
53,2016-01-02 02:30:00+00:00,2.333,0,1,0,1,0,1
54,2016-01-02 03:00:00+00:00,2.333,0,1,0,1,0,1
55,2016-01-02 03:30:00+00:00,1.667,0,1,0,1,0,1
56,2016-01-02 04:00:00+00:00,2.0,0,1,0,1,0,1
57,2016-01-02 04:30:00+00:00,2.667,0,1,0,1,0,1
58,2016-01-02 05:00:00+00:00,2.333,0,1,0,1,0,1
59,2016-01-02 05:30:00+00:00,2.667,0,1,0,1,0,1
60,2016-01-02 06:00:00+00:00,2.333,0,1,0,1,0,1
61,2016-01-02 06:30:00+00:00,3.333,1,0,0,1,0,1
62,2016-01-02 07:00:00+00:00,2.667,0,1,0,1,0,1
63,2016-01-02 07:30:00+00:00,3.333,1,0,0,1,0,1
64,2016-01-02 08:00:00+00:00,4.333,1,0,0,1,0,1
65,2016-01-02 08:30:00+00:00,3.0,0,0,0,1,0,1
66,2016-01-02 09:00:00+00:00,2.333,0,1,0,1,0,1
67,2016-01-02 09:30:00+00:00,3.0,0,0,0,1,0,1
68,2016-01-02 10:00:00+00:00,2.333,0,1,0,1,0,1
69,2016-01-02 10:30:00+00:00,3.333,1,0,0,1,0,1
70,2016-01-02 11:00:00+00:00,3.0,0,0,0,1,0,1
71,2016-01-02 11:30:00+00:00,2.333,0,1,0,1,0,1
72,2016-01-02 12:00:00+00:00,3.0,0,0,0,1,0,1
73,2016-01-02 12:30:00+00:00,3.0,0,0,0,1,0,1
74,2016-01-02 13:00:00+00:00,1.667,0,1,0,1,0,1
75,2016-01-02 13:30:00+00:00,2.0,0,1,0,1,0,1
76,2016-01-02 14:00:00+00:00,1.333,0,1,0,1,0,1
77,2016-01-02 14:30:00+00:00,1.333,0,1,0,1,0,1
78,2016-01-02 15:00:00+00:00,2.667,0,1,0,1,0,1
79,2016-01-02 15:30:00+00:00,2.0,0,1,0,1,0,1
80,2016-01-02 16:00:00+00:00,1.667,0,1,0,1,0,1
81,2016-01-02 16:30:00+00:00,1.333,0,1,0,1,0,1
82,2016-01-02 17:00:00+00:00,1.667,0,1,0,1,0,1
83,2016-01-02 17:30:00+00:00,1.333,0,1,0,1,0,1
84,2016-01-02 18:00:00+00:00,1.667,0,1,0,1,0,1
85,2016-01-02 18:30:00+00:00,2.0,0,1,0,1,0,1
86,2016-01-02 19:00:00+00:00,1.667,0,1,0,1,0,1
87,2016-01-02 19:30:00+00:00,1.333,0,1,0,1,0,1
88,2016-01-02 20:00:00+00:00,1.333,0,1,0,1,0,1
89,2016-01-02 20:30:00+00:00,2.0,0,1,0,1,0,1
90,2016-01-02 21:00:00+00:00,1.667,0,1,0,1,0,1
91,2016-01-02 21:30:00+00:00,1.667,0,1,0,1,0,1
92,2016-01-02 22:00:00+00:00,1.667,0,1,0,1,0,1
93,2016-01-02 22:30:00+00:00,0.667,0,1,0,1,0,1
94,2016-01-02 23:00:00+00:00,1.0,0,1,0,1,0,1
95,2016-01-02 23:30:00+00:00,1.333,0,1,0,1,0,1
96,2016-01-03 00:00:00+00:00,0.667,0,1,0,1,0,1
97,2016-01-20 10:00:00+00:00,4.0,1,0,0,1,0,1
98,2016-01-20 10:30:00+00:00,5.333,1,0,0,1,0,1
99,2016-01-20 11:00:00+00:00,4.667,1,0,0,1,0,1
100,2016-01-20 11:30:00+00:00,4.333,1,0,0,1,0,1
101,2016-01-20 12:00:00+00:00,3.333,1,0,0,1,0,1
102,2016-01-20 12:30:00+00:00,3.667,1,0,0,1,0,1
103,2016-01-20 13:00:00+00:00,4.0,1,0,0,1,0,1
104,2016-01-20 13:30:00+00:00,4.0,1,0,0,1,0,1
105,2016-01-20 14:00:00+00:00,5.0,1,0,0,1,0,1
106,2016-01-20 14:30:00+00:00,5.667,1,0,0,1,0,1
107,2016-01-20 15:00:00+00:00,5.0,1,0,0,1,0,1
108,2016-01-20 15:30:00+00:00,4.667,1,0,0,1,0,1
109,2016-01-20 16:00:00+00:00,4.667,1,0,0,1,0,1
110,2016-01-20 16:30:00+00:00,4.667,1,0,0,1,0,1
111,2016-01-20 17:00:00+00:00,5.0,1,0,0,1,0,1
112,2016-01-20 17:30:00+00:00,5.0,1,0,0,1,0,1
113,2016-01-20 18:00:00+00:00,4.333,1,0,0,1,0,1
114,2016-01-20 18:30:00+00:00,4.667,1,0,0,1,0,1
115,2016-01-20 19:00:00+00:00,4.333,1,0,0,1,0,1
116,2016-01-20 19:30:00+00:00,5.0,1,0,0,1,0,1
117,2016-01-20 20:00:00+00:00,3.667,1,0,0,1,0,1
118,2016-01-20 20:30:00+00:00,3.667,1,0,0,1,0,1
119,2016-01-20 21:00:00+00:00,4.333,1,0,0,1,0,1
120,2016-01-20 21:30:00+00:00,4.667,1,0,0,1,0,1
121,2016-01-20 22:00:00+00:00,4.333,1,0,0,1,0,1
122,2016-01-20 22:30:00+00:00,3.667,1,0,0,1,0,1
123,2016-01-20 23:00:00+00:00,3.667,1,0,0,1,0,1
124,2016-01-20 23:30:00+00:00,4.0,1,0,0,1,0,1
125,2016-01-21 00:00:00+00:00,4.0,1,0,0,1,0,1
126,2016-01-21 00:30:00+00:00,4.0,1,0,0,1,0,1
127,2016-01-21 01:00:00+00:00,4.333,1,0,0,1,0,1
128,2016-01-21 01:30:00+00:00,4.333,1,0,0,1,0,1
129,2016-01-21 02:00:00+00:00,4.333,1,0,0,1,0,1
130,2016-01-21 02:30:00+00:00,4.333,1,0,0,1,0,1
131,2016-01-21 03:00:00+00:00,4.333,1,0,0,1,0,1
132,2016-01-21 03:30:00+00:00,3.667,1,0,0,1,0,1
133,2016-01-21 04:00:00+00:00,4.0,1,0,0,1,0,1
134,2016-01-21 04:30:00+00:00,4.667,1,0,0,1,0,1
135,2016-01-21 05:00:00+00:00,5.0,1,0,0,1,0,1
136,2016-01-21 05:30:00+00:00,6.667,1,0,1,0,0,1
137,2016-01-21 06:00:00+00:00,6.333,1,0,1,0,0,1
138,2016-01-21 06:30:00+00:00,5.0,1,0,0,1,0,1
139,2016-01-21 07:00:00+00:00,4.333,1,0,0,1,0,1
140,2016-01-21 07:30:00+00:00,3.0,0,0,0,1,0,1
141,2016-01-21 08:00:00+00:00,3.333,1,0,0,1,0,1
142,2016-01-21 08:30:00+00:00,2.667,0,1,0,1,0,1
143,2016-01-21 09:00:00+00:00,3.0,0,0,0,1,0,1
144,2016-01-21 09:30:00+00:00,4.0,1,0,0,1,0,1
145,2016-01-21 10:00:00+00:00,3.667,1,0,0,1,0,1
146,2016-01-21 10:30:00+00:00,3.333,1,0,0,1,0,1
147,2016-01-21 11:00:00+00:00,3.333,1,0,0,1,0,1
148,2016-01-21 11:30:00+00:00,3.0,0,0,0,1,0,1
149,2016-01-21 12:00:00+00:00,2.667,0,1,0,1,0,1
150,2016-01-21 12:30:00+00:00,2.333,0,1,0,1,0,1
151,2016-01-21 13:00:00+00:00,3.0,0,0,0,1,0,1
152,2016-01-21 13:30:00+00:00,3.333,1,0,0,1,0,1
153,2016-01-21 14:00:00+00:00,2.667,0,1,0,1,0,1
154,2016-01-21 14:30:00+00:00,2.667,0,1,0,1,0,1
155,2016-01-21 15:00:00+00:00,3.333,1,0,0,1,0,1
156,2016-01-21 15:30:00+00:00,3.333,1,0,0,1,0,1
157,2016-01-21 16:00:00+00:00,4.333,1,0,0,1,0,1
158,2016-01-21 16:30:00+00:00,4.333,1,0,0,1,0,1
159,2016-01-21 17:00:00+00:00,4.0,1,0,0,1,0,1
160,2016-01-21 17:30:00+00:00,3.333,1,0,0,1,0,1
161,2016-01-21 18:00:00+00:00,3.333,1,0,0,1,0,1
162,2016-01-21 18:30:00+00:00,3.333,1,0,0,1,0,1
163,2016-01-21 19:00:00+00:00,3.333,1,0,0,1,0,1
164,2016-01-21 19:30:00+00:00,3.0,0,0,0,1,0,1
165,2016-01-21 20:00:00+00:00,3.667,1,0,0,1,0,1
166,2016-01-21 20:30:00+00:00,5.0,1,0,0,1,0,1
167,2016-01-21 21:00:00+00:00,5.0,1,0,0,1,0,1
168,2016-01-21 21:30:00+00:00,5.333,1,0,0,1,0,1
169,2016-01-21 22:00:00+00:00,5.0,1,0,0,1,0,1
170,2016-01-21 22:30:00+00:00,4.333,1,0,0,1,0,1
171,2016-01-21 23:00:00+00:00,4.333,1,0,0,1,0,1
172,2016-01-21 23:30:00+00:00,3.667,1,0,0,1,0,1
173,2016-01-22 00:00:00+00:00,3.333,1,0,0,1,0,1
174,2016-01-22 00:30:00+00:00,3.667,1,0,0,1,0,1
175,2016-01-22 01:00:00+00:00,4.333,1,0,0,1,0,1
176,2016-01-22 01:30:00+00:00,3.667,1,0,0,1,0,1
177,2016-01-22 02:00:00+00:00,2.667,0,1,0,1,0,1
178,2016-01-22 02:30:00+00:00,2.333,0,1,0,1,0,1
179,2016-01-22 03:00:00+00:00,2.333,0,1,0,1,0,1
180,2016-01-22 03:30:00+00:00,3.0,0,0,0,1,0,1
181,2016-01-22 04:00:00+00:00,4.0,1,0,0,1,0,1
182,2016-01-22 04:30:00+00:00,3.333,1,0,0,1,0,1
183,2016-01-22 05:00:00+00:00,3.333,1,0,0,1,0,1
184,2016-01-22 05:30:00+00:00,4.0,1,0,0,1,0,1
185,2016-01-22 06:00:00+00:00,3.667,1,0,0,1,0,1
186,2016-01-22 06:30:00+00:00,3.667,1,0,0,1,0,1
187,2016-01-22 07:00:00+00:00,3.333,1,0,0,1,0,1
188,2016-01-22 07:30:00+00:00,1.667,0,1,0,1,0,1
189,2016-01-22 08:00:00+00:00,2.667,0,1,0,1,0,1
190,2016-01-22 08:30:00+00:00,1.333,0,1,0,1,0,1
191,2016-01-22 09:00:00+00:00,2.667,0,1,0,1,0,1
192,2016-01-22 09:30:00+00:00,3.0,0,0,0,1,0,1
193,2016-02-01 08:30:00+00:00,2.667,0,1,0,1,0,1
194,2016-02-01 09:00:00+00:00,3.667,1,0,0,1,0,1
195,2016-02-01 09:30:00+00:00,3.333,1,0,0,1,0,1
196,2016-02-01 10:00:00+00:00,1.667,0,1,0,1,0,1
197,2016-02-01 10:30:00+00:00,1.0,0,1,0,1,0,1
198,2016-02-01 11:00:00+00:00,1.0,0,1,0,1,0,1
199,2016-02-01 11:30:00+00:00,1.333,0,1,0,1,0,1
200,2016-02-01 12:00:00+00:00,0.333,0,1,0,1,0,1
201,2016-02-01 12:30:00+00:00,0.0,0,1,0,1,0,1
202,2016-02-01 13:00:00+00:00,0.0,0,1,0,1,0,1
203,2016-02-01 13:30:00+00:00,0.333,0,1,0,1,0,1
204,2016-02-01 14:00:00+00:00,0.0,0,1,0,1,0,1
205,2016-02-01 14:30:00+00:00,0.0,0,1,0,1,0,1
206,2016-02-01 15:00:00+00:00,0.667,0,1,0,1,0,1
207,2016-02-01 15:30:00+00:00,0.333,0,1,0,1,0,1
208,2016-02-01 16:00:00+00:00,0.333,0,1,0,1,0,1
209,2016-02-01 16:30:00+00:00,0.333,0,1,0,1,0,1
210,2016-02-01 17:00:00+00:00,0.667,0,1,0,1,0,1
211,2016-02-01 17:30:00+00:00,0.333,0,1,0,1,0,1
212,2016-02-01 18:00:00+00:00,0.0,0,1,0,1,0,1
213,2016-02-01 18:30:00+00:00,0.333,0,1,0,1,0,1
214,2016-02-01 19:00:00+00:00,0.0,0,1,0,1,0,1
215,2016-02-01 19:30:00+00:00,0.0,0,1,0,1,0,1
216,2016-02-01 20:00:00+00:00,0.0,0,1,0,1,0,1
217,2016-02-01 20:30:00+00:00,0.333,0,1,0,1,0,1
218,2016-02-01 21:00:00+00:00,0.0,0,1,0,1,0,1
219,2016-02-01 21:30:00+00:00,0.667,0,1,0,1,0,1
220,2016-02-01 22:00:00+00:00,0.667,0,1,0,1,0,1
221,2016-02-01 22:30:00+00:00,0.0,0,1,0,1,0,1
222,2016-02-01 23:00:00+00:00,0.333,0,1,0,1,0,1
223,2016-02-01 23:30:00+00:00,0.333,0,1,0,1,0,1
224,2016-02-02 00:00:00+00:00,0.333,0,1,0,1,0,1
225,2016-02-02 00:30:00+00:00,0.667,0,1,0,1,0,1
226,2016-02-02 01:00:00+00:00,0.333,0,1,0,1,0,1
227,2016-02-02 01:30:00+00:00,0.333,0,1,0,1,0,1
228,2016-02-02 02:00:00+00:00,0.333,0,1,0,1,0,1
229,2016-02-02 02:30:00+00:00,1.0,0,1,0,1,0,1
230,2016-02-02 03:00:00+00:00,0.667,0,1,0,1,0,1
231,2016-02-02 03:30:00+00:00,0.667,0,1,0,1,0,1
232,2016-02-02 04:00:00+00:00,0.0,0,1,0,1,0,1
233,2016-02-02 04:30:00+00:00,0.333,0,1,0,1,0,1
234,2016-02-02 05:00:00+00:00,0.333,0,1,0,1,0,1
235,2016-02-02 05:30:00+00:00,1.0,0,1,0,1,0,1
236,2016-02-02 06:00:00+00:00,1.333,0,1,0,1,0,1
237,2016-02-02 06:30:00+00:00,1.333,0,1,0,1,0,1
238,2016-02-02 07:00:00+00:00,1.0,0,1,0,1,0,1
239,2016-02-02 07:30:00+00:00,1.0,0,1,0,1,0,1
240,2016-02-02 08:00:00+00:00,0.667,0,1,0,1,0,1
241,2016-02-02 08:30:00+00:00,0.667,0,1,0,1,0,1
242,2016-02-02 09:00:00+00:00,1.333,0,1,0,1,0,1
243,2016-02-02 09:30:00+00:00,1.0,0,1,0,1,0,1
244,2016-02-02 10:00:00+00:00,1.0,0,1,0,1,0,1
245,2016-02-02 10:30:00+00:00,0.667,0,1,0,1,0,1
246,2016-02-02 11:00:00+00:00,0.667,0,1,0,1,0,1
247,2016-02-02 11:30:00+00:00,0.333,0,1,0,1,0,1
248,2016-02-02 12:00:00+00:00,0.667,0,1,0,1,0,1
249,2016-02-02 12:30:00+00:00,1.0,0,1,0,1,0,1
250,2016-02-02 13:00:00+00:00,2.0,0,1,0,1,0,1
251,2016-02-02 13:30:00+00:00,0.667,0,1,0,1,0,1
252,2016-02-02 14:00:00+00:00,2.0,0,1,0,1,0,1
253,2016-02-02 14:30:00+00:00,1.667,0,1,0,1,0,1
254,2016-02-02 15:00:00+00:00,1.667,0,1,0,1,0,1
255,2016-02-02 15:30:00+00:00,2.667,0,1,0,1,0,1
256,2016-02-02 16:00:00+00:00,2.0,0,1,0,1,0,1
257,2016-02-02 16:30:00+00:00,2.333,0,1,0,1,0,1
258,2016-02-02 17:00:00+00:00,1.667,0,1,0,1,0,1
259,2016-02-02 17:30:00+00:00,2.0,0,1,0,1,0,1
260,2016-02-02 18:00:00+00:00,2.667,0,1,0,1,0,1
261,2016-02-02 18:30:00+00:00,2.0,0,1,0,1,0,1
262,2016-02-02 19:00:00+00:00,1.667,0,1,0,1,0,1
263,2016-02-02 19:30:00+00:00,2.0,0,1,0,1,0,1
264,2016-02-02 20:00:00+00:00,2.333,0,1,0,1,0,1
265,2016-02-02 20:30:00+00:00,2.0,0,1,0,1,0,1
266,2016-02-02 21:00:00+00:00,2.667,0,1,0,1,0,1
267,2016-02-02 21:30:00+00:00,3.0,0,0,0,1,0,1
268,2016-02-02 22:00:00+00:00,3.0,0,0,0,1,0,1
269,2016-02-02 22:30:00+00:00,2.0,0,1,0,1,0,1
270,2016-02-02 23:00:00+00:00,2.667,0,1,0,1,0,1
271,2016-02-02 23:30:00+00:00,3.333,1,0,0,1,0,1
272,2016-02-03 00:00:00+00:00,4.0,1,0,0,1,0,1
273,2016-02-03 00:30:00+00:00,4.0,1,0,0,1,0,1
274,2016-02-03 01:00:00+00:00,4.0,1,0,0,1,0,1
275,2016-02-03 01:30:00+00:00,4.0,1,0,0,1,0,1
276,2016-02-03 02:00:00+00:00,4.333,1,0,0,1,0,1
277,2016-02-03 02:30:00+00:00,5.333,1,0,0,1,0,1
278,2016-02-03 03:00:00+00:00,5.333,1,0,0,1,0,1
279,2016-02-03 03:30:00+00:00,3.667,1,0,0,1,0,1
280,2016-02-03 04:00:00+00:00,3.333,1,0,0,1,0,1
281,2016-02-03 04:30:00+00:00,4.0,1,0,0,1,0,1
282,2016-02-03 05:00:00+00:00,4.333,1,0,0,1,0,1
283,2016-02-03 05:30:00+00:00,4.0,1,0,0,1,0,1
284,2016-02-03 06:00:00+00:00,3.333,1,0,0,1,0,1
285,2016-02-03 06:30:00+00:00,3.0,0,0,0,1,0,1
286,2016-02-03 07:00:00+00:00,2.667,0,1,0,1,0,1
287,2016-02-03 07:30:00+00:00,2.333,0,1,0,1,0,1
288,2016-02-03 08:00:00+00:00,2.667,0,1,0,1,0,1
289,2016-02-16 19:00:00+00:00,4.0,1,0,0,1,0,1
290,2016-02-16 19:30:00+00:00,5.333,1,0,0,1,0,1
291,2016-02-16 20:00:00+00:00,6.0,1,0,0,0,0,1
292,2016-02-16 20:30:00+00:00,6.0,1,0,0,0,0,1
293,2016-02-16 21:00:00+00:00,4.333,1,0,0,1,0,1
294,2016-02-16 21:30:00+00:00,4.0,1,0,0,1,0,1
295,2016-02-16 22:00:00+00:00,3.667,1,0,0,1,0,1
296,2016-02-16 22:30:00+00:00,4.667,1,0,0,1,0,1
297,2016-02-16 23:00:00+00:00,5.333,1,0,0,1,0,1
298,2016-02-16 23:30:00+00:00,4.333,1,0,0,1,0,1
299,2016-02-17 00:00:00+00:00,4.333,1,0,0,1,0,1
300,2016-02-17 00:30:00+00:00,4.0,1,0,0,1,0,1
301,2016-02-17 01:00:00+00:00,4.333,1,0,0,1,0,1
302,2016-02-17 01:30:00+00:00,5.667,1,0,0,1,0,1
303,2016-02-17 02:00:00+00:00,5.0,1,0,0,1,0,1
304,2016-02-17 02:30:00+00:00,3.667,1,0,0,1,0,1
305,2016-02-17 03:00:00+00:00,3.333,1,0,0,1,0,1
306,2016-02-17 03:30:00+00:00,3.333,1,0,0,1,0,1
307,2016-02-17 04:00:00+00:00,2.667,0,1,0,1,0,1
308,2016-02-17 04:30:00+00:00,2.667,0,1,0,1,0,1
309,2016-02-17 05:00:00+00:00,2.333,0,1,0,1,0,1
310,2016-02-17 05:30:00+00:00,4.0,1,0,0,1,0,1
311,2016-02-17 06:00:00+00:00,4.0,1,0,0,1,0,1
312,2016-02-17 06:30:00+00:00,3.667,1,0,0,1,0,1
313,2016-02-17 07:00:00+00:00,4.667,1,0,0,1,0,1
314,2016-02-17 07:30:00+00:00,5.0,1,0,0,1,0,1
315,2016-02-17 08:00:00+00:00,4.0,1,0,0,1,0,1
316,2016-02-17 08:30:00+00:00,3.0,0,0,0,1,0,1
317,2016-02-17 09:00:00+00:00,2.667,0,1,0,1,0,1
318,2016-02-17 09:30:00+00:00,2.667,0,1,0,1,0,1
319,2016-02-17 10:00:00+00:00,3.333,1,0,0,1,0,1
320,2016-02-17 10:30:00+00:00,2.667,0,1,0,1,0,1
321,2016-02-17 11:00:00+00:00,2.333,0,1,0,1,0,1
322,2016-02-17 11:30:00+00:00,4.0,1,0,0,1,0,1
323,2016-02-17 12:00:00+00:00,3.667,1,0,0,1,0,1
324,2016-02-17 12:30:00+00:00,4.0,1,0,0,1,0,1
325,2016-02-17 13:00:00+00:00,4.333,1,0,0,1,0,1
326,2016-02-17 13:30:00+00:00,3.667,1,0,0,1,0,1
327,2016-02-17 14:00:00+00:00,4.0,1,0,0,1,0,1
328,2016-02-17 14:30:00+00:00,4.667,1,0,0,1,0,1
329,2016-02-17 15:00:00+00:00,4.333,1,0,0,1,0,1
330,2016-02-17 15:30:00+00:00,3.667,1,0,0,1,0,1
331,2016-02-17 16:00:00+00:00,2.667,0,1,0,1,0,1
332,2016-02-17 16:30:00+00:00,3.333,1,0,0,1,0,1
333,2016-02-17 17:00:00+00:00,3.333,1,0,0,1,0,1
334,2016-02-17 17:30:00+00:00,3.667,1,0,0,1,0,1
335,2016-02-17 18:00:00+00:00,4.667,1,0,0,1,0,1
336,2016-02-17 18:30:00+00:00,4.333,1,0,0,1,0,1
337,2016-02-17 19:00:00+00:00,3.667,1,0,0,1,0,1
338,2016-02-17 19:30:00+00:00,5.333,1,0,0,1,0,1
339,2016-02-17 20:00:00+00:00,5.0,1,0,0,1,0,1
340,2016-02-17 20:30:00+00:00,4.333,1,0,0,1,0,1
341,2016-02-17 21:00:00+00:00,4.667,1,0,0,1,0,1
342,2016-02-17 21:30:00+00:00,4.667,1,0,0,1,0,1
343,2016-02-17 22:00:00+00:00,5.0,1,0,0,1,0,1
344,2016-02-17 22:30:00+00:00,6.0,1,0,0,0,0,1
345,2016-02-17 23:00:00+00:00,6.333,1,0,1,0,0,1
346,2016-02-17 23:30:00+00:00,5.0,1,0,0,1,0,1
347,2016-02-18 00:00:00+00:00,4.333,1,0,0,1,0,1
348,2016-02-18 00:30:00+00:00,4.667,1,0,0,1,0,1
349,2016-02-18 01:00:00+00:00,4.333,1,0,0,1,0,1
350,2016-02-18 01:30:00+00:00,4.0,1,0,0,1,0,1
351,2016-02-18 02:00:00+00:00,4.333,1,0,0,1,0,1
352,2016-02-18 02:30:00+00:00,4.0,1,0,0,1,0,1
353,2016-02-18 03:00:00+00:00,5.667,1,0,0,1,0,1
354,2016-02-18 03:30:00+00:00,5.667,1,0,0,1,0,1
355,2016-02-18 04:00:00+00:00,4.667,1,0,0,1,0,1
356,2016-02-18 04:30:00+00:00,3.667,1,0,0,1,0,1
357,2016-02-18 05:00:00+00:00,4.333,1,0,0,1,0,1
358,2016-02-18 05:30:00+00:00,5.0,1,0,0,1,0,1
359,2016-02-18 06:00:00+00:00,4.333,1,0,0,1,0,1
360,2016-02-18 06:30:00+00:00,3.667,1,0,0,1,0,1
361,2016-02-18 07:00:00+00:00,3.0,0,0,0,1,0,1
362,2016-02-18 07:30:00+00:00,3.333,1,0,0,1,0,1
363,2016-02-18 08:00:00+00:00,4.0,1,0,0,1,0,1
364,2016-02-18 08:30:00+00:00,4.333,1,0,0,1,0,1
365,2016-02-18 09:00:00+00:00,5.333,1,0,0,1,0,1
366,2016-02-18 09:30:00+00:00,5.0,1,0,0,1,0,1
367,2016-02-18 10:00:00+00:00,3.333,1,0,0,1,0,1
368,2016-02-18 10:30:00+00:00,3.667,1,0,0,1,0,1
369,2016-02-18 11:00:00+00:00,3.0,0,0,0,1,0,1
370,2016-02-18 11:30:00+00:00,3.0,0,0,0,1,0,1
371,2016-02-18 12:00:00+00:00,3.667,1,0,0,1,0,1
372,2016-02-18 12:30:00+00:00,3.333,1,0,0,1,0,1
373,2016-02-18 13:00:00+00:00,3.667,1,0,0,1,0,1
374,2016-02-18 13:30:00+00:00,3.0,0,0,0,1,0,1
375,2016-02-18 14:00:00+00:00,2.333,0,1,0,1,0,1
376,2016-02-18 14:30:00+00:00,2.667,0,1,0,1,0,1
377,2016-02-18 15:00:00+00:00,3.0,0,0,0,1,0,1
378,2016-02-18 15:30:00+00:00,2.667,0,1,0,1,0,1
379,2016-02-18 16:00:00+00:00,4.0,1,0,0,1,0,1
380,2016-02-18 16:30:00+00:00,3.667,1,0,0,1,0,1
381,2016-02-18 17:00:00+00:00,3.0,0,0,0,1,0,1
382,2016-02-18 17:30:00+00:00,3.333,1,0,0,1,0,1
383,2016-02-18 18:00:00+00:00,5.333,1,0,0,1,0,1
384,2016-02-18 18:30:00+00:00,6.0,1,0,0,0,0,1
385,2016-02-18 19:00:00+00:00,4.667,1,0,0,1,0,1
386,2016-03-06 19:00:00+00:00,5.333,1,0,0,1,0,1
387,2016-03-06 19:30:00+00:00,5.667,1,0,0,1,0,1
388,2016-03-06 20:00:00+00:00,6.0,1,0,0,0,0,1
389,2016-03-06 20:30:00+00:00,6.0,1,0,0,0,0,1
390,2016-03-06 21:00:00+00:00,6.0,1,0,0,0,0,1
391,2016-03-06 21:30:00+00:00,7.0,1,0,1,0,0,1
392,2016-03-06 22:00:00+00:00,7.333,1,0,1,0,0,1
393,2016-03-06 22:30:00+00:00,7.0,1,0,1,0,0,1
394,2016-03-06 23:00:00+00:00,6.0,1,0,0,0,0,1
395,2016-03-06 23:30:00+00:00,5.0,1,0,0,1,0,1
396,2016-03-07 00:00:00+00:00,4.667,1,0,0,1,0,1
397,2016-03-07 00:30:00+00:00,5.667,1,0,0,1,0,1
398,2016-03-07 01:00:00+00:00,4.667,1,0,0,1,0,1
